SCD page,TelefonicaConfiguration,SCD,Capacity Model,12W/20W,Sectors,Indoor/Outdoor,2G/3G/4G Cabinet Type,Double cabinet,Lancaster/York cabinet upgrade,BB units in York/Lancaster cab,G9 end type,L800 end type,L1800 end type,2100 existing,LTE DUS to BB UG,Concatenation,Telefonica Configuration,Comments
55,B2 to B3 Upgrade - Outdoor 20W Low - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Low,20W,3,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 20W 3 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS N/A N/A Yes,B2 to B3 Upgrade - Outdoor 20W Low - 3 Sector,
56,B2 to B3 Upgrade - Indoor 20W Low - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Low,20W,2,Indoor,Indoor DC RBS 6201,No,No,No,Macro,ERS to ERS,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 20W 2 Indoor Indoor DC RBS 6201 No No No Macro ERS to ERS N/A N/A Yes,B2 to B3 Upgrade - Indoor 20W Low - 2 Sector,
56,B2 to B3 Upgrade - Outdoor 20W Low - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Low,20W,2,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 20W 2 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS N/A N/A Yes,B2 to B3 Upgrade - Outdoor 20W Low - 2 Sector,
57,B2 to B3 Upgrade - Indoor 20W Low L18 - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Low,20W,2,Indoor,Indoor DC RBS 6201,No,No,No,Macro,ERS to ERS,RUS 01,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 20W 2 Indoor Indoor DC RBS 6201 No No No Macro ERS to ERS RUS 01 N/A Yes,B2 to B3 Upgrade - Indoor 20W Low L18 - 2 Sector,
57,B2 to B3 Upgrade - Outdoor 20W Low L18 - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Low,20W,2,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,RUS 01,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 20W 2 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS RUS 01 N/A Yes,B2 to B3 Upgrade - Outdoor 20W Low L18 - 2 Sector,
58,B2 to B3 Upgrade - Indoor 20W Low Non-RRU BB - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Low,20W,3,Indoor,Indoor DC RBS 6201,No,No,No,Macro,Macro to Macro,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 20W 3 Indoor Indoor DC RBS 6201 No No No Macro Macro to Macro N/A N/A Yes,B2 to B3 Upgrade - Indoor 20W Low Non-RRU BB - 3 Sector,
58,B2 to B3 Upgrade - Outdoor 20W Low Non-RRU BB - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Low,20W,3,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,Macro to Macro,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 20W 3 Outdoor Outdoor AC RBS 6102 No No No Macro Macro to Macro N/A N/A Yes,B2 to B3 Upgrade - Outdoor 20W Low Non-RRU BB - 3 Sector,
58,B2 to B3 Upgrade - Indoor 20W Low Non-RRU BB - 3 Sector to 20W Low ULNR,Beacon 2 to Beacon 3 Upgrades,Low,20W,3,Indoor,Indoor DC RBS 6201,No,No,No,Macro,Macro to ERS,N/A,N/A,No,Beacon 2 to Beacon 3 Upgrades Low 20W 3 Indoor Indoor DC RBS 6201 No No No Macro Macro to ERS N/A N/A No,B2 to B3 Upgrade - Indoor 20W Low Non-RRU BB - 3 Sector to 20W Low ULNR,
58,B2 to B3 Upgrade - Outdoor 20W Low Non-RRU BB - 3 Sector to 20W Low ULNR,Beacon 2 to Beacon 3 Upgrades,Low,20W,3,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,Macro to ERS,N/A,N/A,No,Beacon 2 to Beacon 3 Upgrades Low 20W 3 Outdoor Outdoor AC RBS 6102 No No No Macro Macro to ERS N/A N/A No,B2 to B3 Upgrade - Outdoor 20W Low Non-RRU BB - 3 Sector to 20W Low ULNR,
58,B2 to B3 Upgrade - Indoor 20W Low ULNR - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Low,20W,3,Indoor,Indoor DC RBS 6201,No,No,No,Macro,Macro to ERS,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 20W 3 Indoor Indoor DC RBS 6201 No No No Macro Macro to ERS N/A N/A Yes,B2 to B3 Upgrade - Indoor 20W Low ULNR - 3 Sector,
58,B2 to B3 Upgrade - Outdoor 20W Low ULNR - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Low,20W,3,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,Macro to ERS,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 20W 3 Outdoor Outdoor AC RBS 6102 No No No Macro Macro to ERS N/A N/A Yes,B2 to B3 Upgrade - Outdoor 20W Low ULNR - 3 Sector,
59,B2 to B3 Upgrade - Indoor 20W Low Non-RRU BB - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Low,20W,2,Indoor,Indoor DC RBS 6201,No,No,No,Macro,Macro to Macro,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 20W 2 Indoor Indoor DC RBS 6201 No No No Macro Macro to Macro N/A N/A Yes,B2 to B3 Upgrade - Indoor 20W Low Non-RRU BB - 2 Sector,
59,B2 to B3 Upgrade - Outdoor 20W Low Non-RRU BB - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Low,20W,2,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,Macro to Macro,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 20W 2 Outdoor Outdoor AC RBS 6102 No No No Macro Macro to Macro N/A N/A Yes,B2 to B3 Upgrade - Outdoor 20W Low Non-RRU BB - 2 Sector,
59,B2 to B3 Upgrade - Indoor 20W Low Non-RRU BB - 2 Sector to 20W Low ULNR,Beacon 2 to Beacon 3 Upgrades,Low,20W,2,Indoor,Indoor DC RBS 6201,No,No,No,Macro,Macro to ERS,N/A,N/A,No,Beacon 2 to Beacon 3 Upgrades Low 20W 2 Indoor Indoor DC RBS 6201 No No No Macro Macro to ERS N/A N/A No,B2 to B3 Upgrade - Indoor 20W Low Non-RRU BB - 2 Sector to 20W Low ULNR,B2-CCR-084 (2)
59,B2 to B3 Upgrade - Outdoor 20W Low Non-RRU BB - 2 Sector to 20W Low ULNR,Beacon 2 to Beacon 3 Upgrades,Low,20W,2,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,Macro to ERS,N/A,N/A,No,Beacon 2 to Beacon 3 Upgrades Low 20W 2 Outdoor Outdoor AC RBS 6102 No No No Macro Macro to ERS N/A N/A No,B2 to B3 Upgrade - Outdoor 20W Low Non-RRU BB - 2 Sector to 20W Low ULNR,B2-CCR-084 (3)
59,B2 to B3 Upgrade - Indoor 20W Low ULNR - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Low,20W,2,Indoor,Indoor DC RBS 6201,No,No,No,Macro,Macro to ERS,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 20W 2 Indoor Indoor DC RBS 6201 No No No Macro Macro to ERS N/A N/A Yes,B2 to B3 Upgrade - Indoor 20W Low ULNR - 2 Sector,B2-CCR-084 (4)
59,B2 to B3 Upgrade - Outdoor 20W Low ULNR - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Low,20W,2,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,Macro to ERS,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 20W 2 Outdoor Outdoor AC RBS 6102 No No No Macro Macro to ERS N/A N/A Yes,B2 to B3 Upgrade - Outdoor 20W Low ULNR - 2 Sector,B2-CCR-084 (5)
60,B2 to B3 Upgrade - Outdoor 20W L2100 UU21 SF - 3 Sector,Beacon 2 to Beacon 3 Upgrades,UU21,20W,3,Outdoor,3PP SF Baseband,No,No,No,N/A,N/A,N/A,ERS,Yes,Beacon 2 to Beacon 3 Upgrades UU21 20W 3 Outdoor 3PP SF Baseband No No No N/A N/A N/A ERS Yes,B2 to B3 Upgrade - Outdoor 20W L2100 UU21 SF - 3 Sector,B2-CCR-084 (6)
61,B2 to B3 Upgrade - Indoor 20W Modular Medium - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Medium,20W,3,Indoor,Indoor Remote DC RBS 6601,No,No,No,ERS,ERS to ERS,Radio 2217,ERS,No,Beacon 2 to Beacon 3 Upgrades Medium 20W 3 Indoor Indoor Remote DC RBS 6601 No No No ERS ERS to ERS Radio 2217 ERS No,B2 to B3 Upgrade - Indoor 20W Modular Medium - 3 Sector,B2-CCR-084 (7)
62,B2 to B3 Upgrade - Indoor 20W Small UL - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small UL,20W,3,Indoor,Indoor DC RBS 6201,No,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small UL 20W 3 Indoor Indoor DC RBS 6201 No No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Indoor 20W Small UL - 3 Sector,B2-CCR-084 (8)
62,B2 to B3 Upgrade - Outdoor 20W Small UL - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small UL,20W,3,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small UL 20W 3 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Small UL - 3 Sector,B2-CCR-084 (9)
63,B2 to B3 Upgrade - Indoor 20W Small UL - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Small UL,20W,2,Indoor,Indoor DC RBS 6201,No,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small UL 20W 2 Indoor Indoor DC RBS 6201 No No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Indoor 20W Small UL - 2 Sector,B2-CCR-084 (10)
63,B2 to B3 Upgrade - Outdoor 20W Small UL - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Small UL,20W,2,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small UL 20W 2 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W Small UL - 2 Sector,B2-CCR-084 (11)
64,B2 to B3 Upgrade - Indoor 12W High - 3 Sector,Beacon 2 to Beacon 3 Upgrades,High,12W,3,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,RUS 02,ERS,No,Beacon 2 to Beacon 3 Upgrades High 12W 3 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS RUS 02 ERS No,B2 to B3 Upgrade - Indoor 12W High - 3 Sector,B2-CCR-085 (1)
64,B2 to B3 Upgrade - Outdoor 12W High - 3 Sector,Beacon 2 to Beacon 3 Upgrades,High,12W,3,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,RUS 02,ERS,No,Beacon 2 to Beacon 3 Upgrades High 12W 3 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS RUS 02 ERS No,B2 to B3 Upgrade - Outdoor 12W High - 3 Sector,B2-CCR-085 (1)
65,B2 to B3 Upgrade - Indoor 12W High - 2 Sector,Beacon 2 to Beacon 3 Upgrades,High,12W,2,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,RUS 02,ERS,No,Beacon 2 to Beacon 3 Upgrades High 12W 2 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS RUS 02 ERS No,B2 to B3 Upgrade - Indoor 12W High - 2 Sector,B2-CCR-085 (2)
65,B2 to B3 Upgrade - Outdoor 12W High - 2 Sector,Beacon 2 to Beacon 3 Upgrades,High,12W,2,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,RUS 02,ERS,No,Beacon 2 to Beacon 3 Upgrades High 12W 2 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS RUS 02 ERS No,B2 to B3 Upgrade - Outdoor 12W High - 2 Sector,B2-CCR-085 (2)
66,B2 to B3 Upgrade - Indoor 12W Medium/L18 Small - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Medium,12W,3,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Medium 12W 3 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Indoor 12W Medium/L18 Small - 3 Sector,B2-CCR-085 (3)
66,B2 to B3 Upgrade - Outdoor 12W Medium/L18 Small - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Medium,12W,3,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Medium 12W 3 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Outdoor 12W Medium/L18 Small - 3 Sector,B2-CCR-085 (3)
67,B2 to B3 Upgrade - Indoor 12W Medium/L18 Small - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Medium,12W,2,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Medium 12W 2 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Indoor 12W Medium/L18 Small - 2 Sector,B2-CCR-085 (4)
67,B2 to B3 Upgrade - Outdoor 12W Medium/L18 Small - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Medium,12W,2,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,RUS 01,ERS,No,Beacon 2 to Beacon 3 Upgrades Medium 12W 2 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS RUS 01 ERS No,B2 to B3 Upgrade - Outdoor 12W Medium/L18 Small - 2 Sector,B2-CCR-085 (4)
68,B2 to B3 Upgrade - Indoor 12W Small - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small,12W,3,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 3 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Indoor 12W Small - 3 Sector,B2-CCR-085 (3)
68,B2 to B3 Upgrade - Outdoor 12W Small - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small,12W,3,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 3 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 12W Small - 3 Sector,B2-CCR-094 (3)
69,B2 to B3 Upgrade - Indoor 12W Small - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Small,12W,2,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 2 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Indoor 12W Small - 2 Sector,B2-CCR-094 (4)
69,B2 to B3 Upgrade - Outdoor 12W Small - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Small,12W,2,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 2 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 12W Small - 2 Sector,B2-CCR-094 (4)
68,B2 to B3 Upgrade - Indoor 12W Small - 3 Sector + L18 2x2 4415 Option,Beacon 2 to Beacon 3 Upgrades,Small,12W,3,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,Radio 4415,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 3 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS Radio 4415 ERS No,B2 to B3 Upgrade - Indoor 12W Small - 3 Sector + L18 2x2 4415 Option,B2-CCR-094 (5)
68,B2 to B3 Upgrade - Outdoor 12W Small - 3 Sector + L18 2x2 4415 Option,Beacon 2 to Beacon 3 Upgrades,Small,12W,3,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,Radio 4415,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 3 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS Radio 4415 ERS No,B2 to B3 Upgrade - Outdoor 12W Small - 3 Sector + L18 2x2 4415 Option,B2-CCR-101 (2)
69,B2 to B3 Upgrade - Indoor 12W Small - 2 Sector + L18 2x2 4415 Option,Beacon 2 to Beacon 3 Upgrades,Small,12W,2,Indoor,Indoor DC RBS 6201,Yes,No,No,Macro,ERS to ERS,Radio 4415,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 2 Indoor Indoor DC RBS 6201 Yes No No Macro ERS to ERS Radio 4415 ERS No,B2 to B3 Upgrade - Indoor 12W Small - 2 Sector + L18 2x2 4415 Option,B2-CCR-102 (4)
69,B2 to B3 Upgrade - Outdoor 12W Small - 2 Sector + L18 2x2 4415 Option,Beacon 2 to Beacon 3 Upgrades,Small,12W,2,Outdoor,Outdoor AC RBS 6102,Yes,No,No,Macro,ERS to ERS,Radio 4415,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 2 Outdoor Outdoor AC RBS 6102 Yes No No Macro ERS to ERS Radio 4415 ERS No,B2 to B3 Upgrade - Outdoor 12W Small - 2 Sector + L18 2x2 4415 Option,B2-CCR-102 Option 2
70,B2 to B3 Upgrade - Outdoor 12W Small SF - 3 Sector (York),Beacon 2 to Beacon 3 Upgrades,Small,12W,3,Outdoor,Outdoor AC RBS 6102,Yes,6102 to York,No,Macro,Macro to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 3 Outdoor Outdoor AC RBS 6102 Yes 6102 to York No Macro Macro to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 12W Small SF - 3 Sector (York),B2-CCR-098 (3)
71,B2 to B3 Upgrade - Outdoor 12W Small SF - 2 Sector (York),Beacon 2 to Beacon 3 Upgrades,Small,12W,2,Outdoor,Outdoor AC RBS 6102,Yes,6102 to York,No,Macro,Macro to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 2 Outdoor Outdoor AC RBS 6102 Yes 6102 to York No Macro Macro to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 12W Small SF - 2 Sector (York),B2-CCR-103 (4)
72,B2 to B3 Upgrade - Outdoor 12W Small SF - 3 Sector (Lancaster),Beacon 2 to Beacon 3 Upgrades,Small,12W,3,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to Lancaster,Yes,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 3 Outdoor Outdoor AC RBS 6102 Yes Lancaster to Lancaster Yes Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 12W Small SF - 3 Sector (Lancaster),B2-CCR-103 (4)
73,B2 to B3 Upgrade - Outdoor 12W Small SF - 3 Sector (Lancaster to York),Beacon 2 to Beacon 3 Upgrades,Small,12W,3,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to York,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 3 Outdoor Outdoor AC RBS 6102 Yes Lancaster to York No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 12W Small SF - 3 Sector (Lancaster to York),B2-CCR-105
74,B2 to B3 Upgrade - Outdoor 12W Small SF - 2 Sector (Lancaster),Beacon 2 to Beacon 3 Upgrades,Small,12W,2,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to Lancaster,Yes,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 2 Outdoor Outdoor AC RBS 6102 Yes Lancaster to Lancaster Yes Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 12W Small SF - 2 Sector (Lancaster),B2-CCR-106
75,B2 to B3 Upgrade - Outdoor 12W Small SF - 2 Sector (Lancaster to York),Beacon 2 to Beacon 3 Upgrades,Small,12W,2,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to York,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 2 Outdoor Outdoor AC RBS 6102 Yes Lancaster to York No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 12W Small SF - 2 Sector (Lancaster to York),B2-CCR-111
76,B2 to B3 Upgrade - Outdoor 12W L18 Small SF - 3 Sector (York),Beacon 2 to Beacon 3 Upgrades,Small,12W,3,Outdoor,Outdoor AC RBS 6102,Yes,6102 to York,No,Macro,Macro to ERS,Radio 4480,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 3 Outdoor Outdoor AC RBS 6102 Yes 6102 to York No Macro Macro to ERS Radio 4480 ERS No,B2 to B3 Upgrade - Outdoor 12W L18 Small SF - 3 Sector (York),B2-CCR-114
77,B2 to B3 Upgrade - Outdoor 12W L18 Small SF - 2 Sector (York),Beacon 2 to Beacon 3 Upgrades,Small,12W,2,Outdoor,Outdoor AC RBS 6102,Yes,6102 to York,No,Macro,Macro to ERS,Radio 4480,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 2 Outdoor Outdoor AC RBS 6102 Yes 6102 to York No Macro Macro to ERS Radio 4480 ERS No,B2 to B3 Upgrade - Outdoor 12W L18 Small SF - 2 Sector (York),5G 64 M-MIMO
78,B2 to B3 Upgrade - Outdoor 12W L18 Small SF - 3 Sector (Lancaster),Beacon 2 to Beacon 3 Upgrades,Small,12W,3,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to Lancaster,Yes,Macro,ERS to ERS,Radio 2217,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 3 Outdoor Outdoor AC RBS 6102 Yes Lancaster to Lancaster Yes Macro ERS to ERS Radio 2217 ERS No,B2 to B3 Upgrade - Outdoor 12W L18 Small SF - 3 Sector (Lancaster),5G 64 M-MIMO
79,B2 to B3 Upgrade - Outdoor 12W L18 Small SF - 3 Sector (Lancaster to York),Beacon 2 to Beacon 3 Upgrades,Small,12W,3,Outdoor,Outdoor AC RBS 6102,Yes,Lancaster to York,No,Macro,ERS to ERS,Radio 4480,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 3 Outdoor Outdoor AC RBS 6102 Yes Lancaster to York No Macro ERS to ERS Radio 4480 ERS No,B2 to B3 Upgrade - Outdoor 12W L18 Small SF - 3 Sector (Lancaster to York),5G 64 M-MIMO
80,B2 to B3 Upgrade - Outdoor 12W Small SF Single 6102- 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small,12W,3,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 3 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 12W Small SF Single 6102- 3 Sector,5G 64 M-MIMO
81,B2 to B3 Upgrade - Outdoor 12W Small SF Single 6102 - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Small,12W,2,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 2 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 12W Small SF Single 6102 - 2 Sector,5G 64 M-MIMO
82,B2 to B3 Upgrade - Outdoor 12W L18 Small SF Single 6102- 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small,12W,3,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,Radio 2217,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 12W 3 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS Radio 2217 ERS No,B2 to B3 Upgrade - Outdoor 12W L18 Small SF Single 6102- 3 Sector,5G 64 M-MIMO
83,B2 to B3 Upgrade - Indoor 12W Low - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Low,12W,3,Indoor,Indoor DC RBS 6201,No,No,No,Macro,ERS to ERS,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 12W 3 Indoor Indoor DC RBS 6201 No No No Macro ERS to ERS N/A N/A Yes,B2 to B3 Upgrade - Indoor 12W Low - 3 Sector,5G
83,B2 to B3 Upgrade - Outdoor 12W Low - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Low,12W,3,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 12W 3 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS N/A N/A Yes,B2 to B3 Upgrade - Outdoor 12W Low - 3 Sector,5G
84,B2 to B3 Upgrade - Indoor 12W Low - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Low,12W,2,Indoor,Indoor DC RBS 6201,No,No,No,Macro,ERS to ERS,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 12W 2 Indoor Indoor DC RBS 6201 No No No Macro ERS to ERS N/A N/A Yes,B2 to B3 Upgrade - Indoor 12W Low - 2 Sector,5G
84,B2 to B3 Upgrade - Outdoor 12W Low - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Low,12W,2,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,N/A,N/A,Yes,Beacon 2 to Beacon 3 Upgrades Low 12W 2 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS N/A N/A Yes,B2 to B3 Upgrade - Outdoor 12W Low - 2 Sector,5G
85,B2 to B3 Upgrade - Indoor 20W L2100 UU21 - 3 Sector,Beacon 2 to Beacon 3 Upgrades,UU21,20W,3,Indoor,Indoor DC RBS 6201,No,No,No,N/A,N/A,N/A,ERS,Yes,Beacon 2 to Beacon 3 Upgrades UU21 20W 3 Indoor Indoor DC RBS 6201 No No No N/A N/A N/A ERS Yes,B2 to B3 Upgrade - Indoor 20W L2100 UU21 - 3 Sector,5G
85,B2 to B3 Upgrade - Outdoor 20W L2100 UU21 - 3 Sector,Beacon 2 to Beacon 3 Upgrades,UU21,20W,3,Outdoor,Outdoor AC RBS 6102,No,No,No,N/A,N/A,N/A,ERS,Yes,Beacon 2 to Beacon 3 Upgrades UU21 20W 3 Outdoor Outdoor AC RBS 6102 No No No N/A N/A N/A ERS Yes,B2 to B3 Upgrade - Outdoor 20W L2100 UU21 - 3 Sector,5G
