ASP,OrderingCode,Productno,Denomination,Qty,Comments,BOMFilter,Build Type
Ericsson,5E3NROAERS,SXK1253086/1,Cable guide,3,,,B3 NB
Ericsson,5E3NROAERS,KDV127621/11,Baseband 6630 with fan,3,,,B3 NB
Ericsson,5E3NROAERS,RPM777528/02500,ET Power cable,3,,,B3 NB
Ericsson,5E3NROAERS,RPM777567/05000,Grounding Cable,3,,,B3 NB
TEF,5E3NROAERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B3 NB
TEF,5E3NROAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB
TEF,5E3NROAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
Ericsson,5E3NROAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
TEF,5E3NROAERS,KRC161549/1 ,"Radio 2217 B20 (800 MHz DD), 10W+10W HWAC incl.",3,,,B3 NB
TEF,5E3NROAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB
TEF,5E3NROAERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,6,,,B3 NB
Ericsson,5E3NROAERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,6,,,B3 NB
TEF,5E3NROAERS,KRC161490/1,"Radio 2217 B1 (2100MHz), 10W+10W HWAC incl.",6,,,B3 NB
TEF,5E3NROAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),6,,,B3 NB
TEF,5E3NROAERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,9,,,B3 NB
Ericsson,5E3NROAERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,9,,,B3 NB
Ericsson,5E3SCIDERS,SXK1253086/1,Cable guide,3,,,B3 NB
Ericsson,5E3SCIDERS,KDV127621/11,Baseband 6630 with fan,3,,,B3 NB
Ericsson,5E3SCIDERS,RPM777528/02500,ET Power cable,3,,,B3 NB
Ericsson,5E3SCIDERS,RPM777567/05000,Grounding Cable,3,,,B3 NB
TEF,5E3SCIDERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,6,,,B3 NB
TEF,5E3SCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),6,,,B3 NB
TEF,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
Ericsson,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
TEF,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
Ericsson,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
TEF,5E3SCIDERS,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B3 NB
TEF,5E3SCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB
TEF,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
Ericsson,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
Ericsson,5E3SCIDERS,NTB101242/1,SAU 02 01 kit,1,,,B3 NB
Ericsson,5E3SCIDERS,RPM777429/01200,SAU 02 Power and EC-Bus cable,1,,,B3 NB
Ericsson,5E3SCOAERS,SXK1253086/1,Cable guide,3,,,B3 NB
Ericsson,5E3SCOAERS,KDV127621/11,Baseband 6630 with fan,3,,,B3 NB
Ericsson,5E3SCOAERS,RPM777528/02500,ET Power cable,3,,,B3 NB
Ericsson,5E3SCOAERS,RPM777567/05000,Grounding Cable,3,,,B3 NB
TEF,5E3SCOAERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,6,,,B3 NB
TEF,5E3SCOAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),6,,,B3 NB
TEF,5E3SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
Ericsson,5E3SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
TEF,5E3SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
Ericsson,5E3SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
TEF,5E3SCOAERS,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B3 NB
TEF,5E3SCOAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB
TEF,5E3SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
Ericsson,5E3SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
Ericsson,5E3SCSFERS,SXK1253086/1,Cable guide,3,,,B3 NB
Ericsson,5E3SCSFERS,KDV127621/11,Baseband 6630 with fan,3,,,B3 NB
Ericsson,5E3SCSFERS,RPM777528/02500,ET Power cable,3,,,B3 NB
Ericsson,5E3SCSFERS,RPM777567/05000,Grounding Cable,3,,,B3 NB
Ericsson,5E3SCSFERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,6,,,B3 NB
Ericsson,5E3SCSFERS,RNT44737/01,Circular Power Connector DC-C (2 wire),6,,,B3 NB
Ericsson,5E3SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
Ericsson,5E3SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
Ericsson,5E3SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
Ericsson,5E3SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
Ericsson,5E3SCSFERS,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B3 NB
Ericsson,5E3SCSFERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB
Ericsson,5E3SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
Ericsson,5E3SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB
TEF,6E2IDB2T23,KRC161724/1,TRANSCEIVER/Radio 8808 B40Y;Radio Unit,2,,,B3 NB
TEF,6E2IDB2T23,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B3 NB
TEF,6E2IDB2T23,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2IDB2T23,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2IDB2T23,NCD90165/1,MODULE/GPS 04 01; GPS Receiver Unit,1,,,B3 NB
Ericsson,6E2IDB2T23,TSR951357/1500 ,CONNECTION CABLE/Jumper N(m)-SMA(m) 1.5m   ,1,,,B3 NB
Ericsson,6E2IDB2T23,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B3 NB
TEF,6E2IDB2T23,KRE1012395/1,ANTENNA/GPS Active Antenna,1,,,B3 NB
TEF,6E2IDB2T23,SXK1091931/1,"ASSEMBLED PARTS/GPS Mount, Steel",1,,,B3 NB
TEF,6E2IDB2T23,RPM1191648/2 ,"EARTHING CABLE/16mm2,GNYE,2m,with 1 lug   ",1,,,B3 NB
Ericsson,6E2IDB2T34,SXK1253086/1,Cable guide,1,,,B3 NB
Ericsson,6E2IDB2T34,KDV127621/11,Baseband 6630 with fan,1,,,B3 NB
Ericsson,6E2IDB2T34,RPM777526/02000,ET Power cable,1,,,B3 NB
Ericsson,6E2IDB2T34,RPM777567/05000,Grounding Cable,1,,,B3 NB
TEF,6E2IDB2T34,KRC161822/1,ERS8823 B42G,2,,,B3 NB
TEF,6E2IDB2T34,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B3 NB
TEF,6E2IDB2T34,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2IDB2T34,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2IDB2T34,RPM2533512/2000,"Optical fibre cable, single mode, LCD - LCD",1,,,B3 NB
Ericsson,6E2IDB2T34,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B3 NB
Ericsson,6E2IDB2T34,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B3 NB
Ericsson,6E2IDB2T34,RPM77701/02000,Signal Cable,1,,,B3 NB
Ericsson,6E2IDB2T34,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B3 NB
Ericsson,6E2IDB2T3464M,SXK1253086/1,Cable guide,1,,,B3 NB
Ericsson,6E2IDB2T3464M,KDV127621/11,Baseband 6630 with fan,1,,,B3 NB
Ericsson,6E2IDB2T3464M,RPM777526/02000,ET Power cable,1,,,B3 NB
Ericsson,6E2IDB2T3464M,RPM777567/05000,Grounding Cable,1,,,B3 NB
TEF,6E2IDB2T3464M,KRD901124/11,AIR 6488 B42G,2,,,B3 NB
TEF,6E2IDB2T3464M,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B3 NB
TEF,6E2IDB2T3464M,SXK1092065/1,Air 6488 Tilt bracket,2,,,B3 NB
TEF,6E2IDB2T3464M,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
Ericsson,6E2IDB2T3464M,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
Ericsson,6E2IDB2T3464M,RPM2533512/2000,"Optical fibre cable, single mode, LCD - LCD",1,,,B3 NB
Ericsson,6E2IDB2T3464M,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B3 NB
Ericsson,6E2IDB2T3464M,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B3 NB
Ericsson,6E2IDB2T3464M,RPM77701/02000,Signal Cable,1,,,B3 NB
Ericsson,6E2IDB2T3464M,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B3 NB
TEF,6E2IDB2V26,KRC161676/1,TRANSCEIVER/Radio 4415 B7A;Radio Unit   ,2,,,B3 NB
TEF,6E2IDB2V26,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B3 NB
TEF,6E2IDB2V26,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2IDB2V26,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2IDB3T34V,SXK1253086/1,Cable guide,1,,,B3 NB
Ericsson,6E2IDB3T34V,KDV127621/11,Baseband 6630 with fan,1,,,B3 NB
Ericsson,6E2IDB3T34V,RPM777526/02000,ET Power cable,1,,,B3 NB
Ericsson,6E2IDB3T34V,RPM777567/05000,Grounding Cable,1,,,B3 NB
TEF,6E2IDB3T34V,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2IDB3T34V,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2IDB3T34V,RPM2533512/2000,"Optical fibre cable, single mode, LCD - LCD",1,,,B3 NB
Ericsson,6E2IDB3T34V,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B3 NB
Ericsson,6E2IDB3T34V,RPM77701/02000,Signal cable,1,,,B3 NB
Ericsson,6E2IDB3T34V,RPM777341/01800,Ethernet cable,1,,,B3 NB
Ericsson,6E2IDB3T34V,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B3 NB
Ericsson,6E2IDB3T34VM,SXK1253086/1,Cable guide,1,,,B3 NB
Ericsson,6E2IDB3T34VM,KDV127621/11,Baseband 6630 with fan,1,,,B3 NB
Ericsson,6E2IDB3T34VM,RPM777526/02000,ET Power cable,1,,,B3 NB
Ericsson,6E2IDB3T34VM,RPM777567/05000,Grounding Cable,1,,,B3 NB
Ericsson,6E2IDB3T34VM,RPM2533512/2000,"Optical fibre cable, single mode, LCD - LCD",1,,,B3 NB
Ericsson,6E2IDB3T34VM,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B3 NB
Ericsson,6E2IDB3T34VM,RPM77701/02000,Signal cable,1,,,B3 NB
Ericsson,6E2IDB3T34VM,NTB101512/1 ,GPS out Splitter,1,,,B3 NB
Ericsson,6E2IDB3T34VM,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,2,,,B3 NB
Ericsson,6E2IDB3T34VM,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B3 NB
Ericsson,6E2L18SCIDERS,SXK1253086/1,Cable guide,2,,,B3 NB
Ericsson,6E2L18SCIDERS,KDV127621/11,Baseband 6630 with fan,2,,,B3 NB
Ericsson,6E2L18SCIDERS,RPM777528/02500,ET Power cable,2,,,B3 NB
Ericsson,6E2L18SCIDERS,RPM777567/05000,Grounding Cable,2,,,B3 NB
TEF,6E2L18SCIDERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,4,,,B3 NB
TEF,6E2L18SCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),4,,,B3 NB
TEF,6E2L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
TEF,6E2L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
Ericsson,6E2L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
TEF,6E2L18SCIDERS,KRC161777/1,RADIO UNIT/Radio 4480B1B3,2,,,B3 NB
TEF,6E2L18SCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B3 NB
TEF,6E2L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2L18SCIDERS,NTB101242/1,SAU 02 01 kit,1,,,B3 NB
Ericsson,6E2L18SCIDERS,RPM777429/01200,SAU 02 Power and EC-Bus cable,1,,,B3 NB
Ericsson,6E2L18SCOAERS,SXK1253086/1,Cable guide,2,,,B3 NB
Ericsson,6E2L18SCOAERS,KDV127621/11,Baseband 6630 with fan,2,,,B3 NB
Ericsson,6E2L18SCOAERS,RPM777528/02500,ET Power cable,2,,,B3 NB
Ericsson,6E2L18SCOAERS,RPM777567/05000,Grounding Cable,2,,,B3 NB
TEF,6E2L18SCOAERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,4,,,B3 NB
TEF,6E2L18SCOAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),4,,,B3 NB
TEF,6E2L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
TEF,6E2L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
Ericsson,6E2L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
TEF,6E2L18SCOAERS,KRC161777/1,RADIO UNIT/Radio 4480B1B3,2,,,B3 NB
TEF,6E2L18SCOAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B3 NB
TEF,6E2L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2L18SCSFERS,SXK1253086/1,Cable guide,2,,,B3 NB
Ericsson,6E2L18SCSFERS,KDV127621/11,Baseband 6630 with fan,2,,,B3 NB
Ericsson,6E2L18SCSFERS,RPM777528/02500,ET Power cable,2,,,B3 NB
Ericsson,6E2L18SCSFERS,RPM777567/05000,Grounding Cable,2,,,B3 NB
Ericsson,6E2L18SCSFERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,4,,,B3 NB
Ericsson,6E2L18SCSFERS,RNT44737/01,Circular Power Connector DC-C (2 wire),4,,,B3 NB
Ericsson,6E2L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
Ericsson,6E2L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
Ericsson,6E2L18SCSFERS,KRC161777/1,RADIO UNIT/Radio 4480B1B3,2,,,B3 NB
Ericsson,6E2L18SCSFERS,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B3 NB
Ericsson,6E2L18SCSFERS,BKV106246/1,"Fan tray, 24 VDC, 2.0 A, 358x29x54 mm (Radio 4480) ",2,,,B3 NB
Ericsson,6E2L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2LCIDERS,SXK1253086/1,Cable guide,2,,,B3 NB
Ericsson,6E2LCIDERS,KDV127621/11,Baseband 6630 with fan,2,,,B3 NB
Ericsson,6E2LCIDERS,RPM777528/02500,ET Power cable,2,,,B3 NB
Ericsson,6E2LCIDERS,RPM777567/05000,Grounding Cable,2,,,B3 NB
TEF,6E2LCIDERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,4,,,B3 NB
TEF,6E2LCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),4,,,B3 NB
TEF,6E2LCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2LCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
TEF,6E2LCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
Ericsson,6E2LCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
Ericsson,6E2LCIDERS,NTB101242/1,SAU 02 01 kit,1,,,B3 NB
Ericsson,6E2LCIDERS,RPM777429/01200,SAU 02 Power and EC-Bus cable,1,,,B3 NB
Ericsson,6E2LCIDERS,NCD90165/1,MODULE/GPS 04 01; GPS Receiver Unit,1,,,B3 NB
Ericsson,6E2LCIDERS,TSR951357/1500 ,CONNECTION CABLE/Jumper N(m)-SMA(m) 1.5m   ,1,,,B3 NB
Ericsson,6E2LCIDERS,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B3 NB
TEF,6E2LCIDERS,KRE1012395/1,ANTENNA/GPS Active Antenna,1,,,B3 NB
TEF,6E2LCIDERS,SXK1091931/1,"ASSEMBLED PARTS/GPS Mount, Steel",1,,,B3 NB
TEF,6E2LCIDERS,RPM1191648/2 ,"EARTHING CABLE/16mm2,GNYE,2m,with 1 lug   ",1,,,B3 NB
Ericsson,6E2LCOAERS,SXK1253086/1,Cable guide,2,,,B3 NB
Ericsson,6E2LCOAERS,KDV127621/11,Baseband 6630 with fan,2,,,B3 NB
Ericsson,6E2LCOAERS,RPM777528/02500,ET Power cable,2,,,B3 NB
Ericsson,6E2LCOAERS,RPM777567/05000,Grounding Cable,2,,,B3 NB
TEF,6E2LCOAERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,4,,,B3 NB
TEF,6E2LCOAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),4,,,B3 NB
TEF,6E2LCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2LCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
TEF,6E2LCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
Ericsson,6E2LCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
Ericsson,6E2LCOAERS,NCD90165/1,MODULE/GPS 04 01; GPS Receiver Unit,1,,,B3 NB
Ericsson,6E2LCOAERS,TSR951357/1500 ,CONNECTION CABLE/Jumper N(m)-SMA(m) 1.5m   ,1,,,B3 NB
Ericsson,6E2LCOAERS,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B3 NB
TEF,6E2LCOAERS,KRE1012395/1,ANTENNA/GPS Active Antenna,1,,,B3 NB
TEF,6E2LCOAERS,SXK1091931/1,"ASSEMBLED PARTS/GPS Mount, Steel",1,,,B3 NB
TEF,6E2LCOAERS,RPM1191648/2 ,"EARTHING CABLE/16mm2,GNYE,2m,with 1 lug   ",1,,,B3 NB
Ericsson,6E2N21MMT23BB,SXK1253086/1,Cable guide,1,,,B3 NB
Ericsson,6E2N21MMT23BB,KDV127621/11,Baseband 6630 with fan,1,,,B3 NB
Ericsson,6E2N21MMT23BB,RPM777526/02000,ET Power cable,1,,,B3 NB
Ericsson,6E2N21MMT23BB,RPM777567/05000,Grounding Cable,1,,,B3 NB
Ericsson,6E2N21MMT23BB,RPM77701/02000,Signal cable,1,,,B3 NB
Ericsson,6E2N21MMT23BB,RPM777274/00650,Signal cable,2,,,B3 NB
Ericsson,6E2N21MMT23BB,RPM777341/01800,Ethernet cable,1,,,B3 NB
Ericsson,6E2N21MMT23BB,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B3 NB
Ericsson,6E2N7MMT23BB,SXK1253086/1,Cable guide,1,,,B3 NB
Ericsson,6E2N7MMT23BB,KDV127621/11,Baseband 6630 with fan,1,,,B3 NB
Ericsson,6E2N7MMT23BB,RPM777528/02500,ET Power cable,1,,,B3 NB
Ericsson,6E2N7MMT23BB,RPM777567/05000,Grounding Cable,1,,,B3 NB
Ericsson,6E2N7MMT23BB,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
TEF,6E2N7MMT23BB,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
Ericsson,6E2N7MMT23BB,RPM777341/01800,Ethernet cable,1,,,B3 NB
Ericsson,6E2N7MMT23BB,RPM777417/00800,CABLE WITH CONNECTOR/IDLE,1,,,B3 NB
Ericsson,6E2NRIDERS,SXK1253086/1,Cable guide,2,,,B3 NB
Ericsson,6E2NRIDERS,KDV127621/11,Baseband 6630 with fan,2,,,B3 NB
Ericsson,6E2NRIDERS,RPM777528/02500,ET Power cable,2,,,B3 NB
Ericsson,6E2NRIDERS,RPM777567/05000,Grounding Cable,2,,,B3 NB
TEF,6E2NRIDERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B3 NB
TEF,6E2NRIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B3 NB
TEF,6E2NRIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
Ericsson,6E2NRIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
TEF,6E2NRIDERS,KRC161549/1 ,"Radio 2217 B20 (800 MHz DD), 10W+10W HWAC incl.",2,,,B3 NB
TEF,6E2NRIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B3 NB
TEF,6E2NRIDERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,2,,,B3 NB
Ericsson,6E2NRIDERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,2,,,B3 NB
TEF,6E2NRIDERS,KRC161490/1,"Radio 2217 B1 (2100MHz), 10W+10W HWAC incl.",4,,,B3 NB
TEF,6E2NRIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),4,,,B3 NB
TEF,6E2NRIDERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,4,,,B3 NB
Ericsson,6E2NRIDERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,4,,,B3 NB
Ericsson,6E2NRIDERS,NTB101242/1,SAU 02 01 kit,1,,,B3 NB
Ericsson,6E2NRIDERS,RPM777429/01200,SAU 02 Power and EC-Bus cable,1,,,B3 NB
Ericsson,6E2NROAERS,SXK1253086/1,Cable guide,2,,,B3 NB
Ericsson,6E2NROAERS,KDV127621/11,Baseband 6630 with fan,2,,,B3 NB
Ericsson,6E2NROAERS,RPM777528/02500,ET Power cable,2,,,B3 NB
Ericsson,6E2NROAERS,RPM777567/05000,Grounding Cable,2,,,B3 NB
TEF,6E2NROAERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B3 NB
TEF,6E2NROAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B3 NB
TEF,6E2NROAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
Ericsson,6E2NROAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB
TEF,6E2NROAERS,KRC161549/1 ,"Radio 2217 B20 (800 MHz DD), 10W+10W HWAC incl.",2,,,B3 NB
TEF,6E2NROAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B3 NB
TEF,6E2NROAERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,2,,,B3 NB
Ericsson,6E2NROAERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,2,,,B3 NB
TEF,6E2NROAERS,KRC161490/1,"Radio 2217 B1 (2100MHz), 10W+10W HWAC incl.",4,,,B3 NB
TEF,6E2NROAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),4,,,B3 NB
TEF,6E2NROAERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,4,,,B3 NB
Ericsson,6E2NROAERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,4,,,B3 NB
Ericsson,6E2SCIDERS,SXK1253086/1,Cable guide,2,,,B3 NB
Ericsson,6E2SCIDERS,KDV127621/11,Baseband 6630 with fan,2,,,B3 NB
Ericsson,6E2SCIDERS,RPM777528/02500,ET Power cable,2,,,B3 NB
Ericsson,6E2SCIDERS,RPM777567/05000,Grounding Cable,2,,,B3 NB
TEF,6E2SCIDERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,4,,,B3 NB
TEF,6E2SCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),4,,,B3 NB
TEF,6E2SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B3 NB
