ASP,OrderingCode,Productno,Denomination,Qty,Comments,BOMFilter,Build Type
Ericsson,1E2LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2LC6201IDB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
Ericsson,1E2LC6102OAB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2 - B3
Ericsson,1E2LC6102OAB2B3UG,RPM777526/02000,ET Power cable,2,,,B2 - B3
Ericsson,1E2LC6102OAB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2 - B3
Ericsson,1E2LC6102OAB2B3UG,SXK1253086/1,Cable guide,2,,,B2 - B3
TEF,1E2LC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,1E2LC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,1E2LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2LC6102OAB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
Ericsson,1E2LC6201IDL18B2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2 - B3
Ericsson,1E2LC6201IDL18B2B3UG,RPM777526/02000,ET Power cable,2,,,B2 - B3
Ericsson,1E2LC6201IDL18B2B3UG,RPM777567/05000,Grounding Cable,2,,,B2 - B3
Ericsson,1E2LC6201IDL18B2B3UG,SXK1253086/1,Cable guide,2,,,B2 - B3
TEF,1E2LC6201IDL18B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,1E2LC6201IDL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,1E2LC6201IDL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2LC6201IDL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2LC6201IDL18B2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
Ericsson,1E2LC6102OAL18B2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2 - B3
Ericsson,1E2LC6102OAL18B2B3UG,RPM777526/02000,ET Power cable,2,,,B2 - B3
Ericsson,1E2LC6102OAL18B2B3UG,RPM777567/05000,Grounding Cable,2,,,B2 - B3
Ericsson,1E2LC6102OAL18B2B3UG,SXK1253086/1,Cable guide,2,,,B2 - B3
TEF,1E2LC6102OAL18B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,1E2LC6102OAL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,1E2LC6102OAL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2LC6102OAL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2LC6102OAL18B2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
Ericsson,E2LC6201IDB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2 - B3
Ericsson,E2LC6201IDB2B3UG,RPM777526/02000,ET Power cable,2,,,B2 - B3
Ericsson,E2LC6201IDB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2 - B3
Ericsson,E2LC6201IDB2B3UG,SXK1253086/1,Cable guide,2,,,B2 - B3
TEF,E2LC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,E2LC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,E2LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,E2LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,E2LC6201IDB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
Ericsson,E2LC6201IDB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,4,,,B2 - B3
Ericsson,E2LC6201IDB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,E2LC6102OAB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2 - B3
Ericsson,E2LC6102OAB2B3UG,RPM777526/02000,ET Power cable,2,,,B2 - B3
Ericsson,E2LC6102OAB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2 - B3
Ericsson,E2LC6102OAB2B3UG,SXK1253086/1,Cable guide,2,,,B2 - B3
TEF,E2LC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,E2LC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,E2LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,E2LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,E2LC6102OAB2B3UG,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
Ericsson,E2LC6102OAB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,4,,,B2 - B3
Ericsson,E2LC6102OAB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,E3L21ONLYID,KDV127621/11,Baseband 6630 with fan,2,,,B2 - B3
Ericsson,E3L21ONLYID,RPM777526/02000,ET Power cable,2,,,B2 - B3
Ericsson,E3L21ONLYID,RPM777567/05000,Grounding Cable,2,,,B2 - B3
Ericsson,E3L21ONLYID,SXK1253086/1,Cable guide,2,,,B2 - B3
Ericsson,E3L21ONLYID,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,4,,,B2 - B3
Ericsson,E3L21ONLYOA,KDV127621/11,Baseband 6630 with fan,2,,,B2 - B3
Ericsson,E3L21ONLYOA,RPM777526/02000,ET Power cable,2,,,B2 - B3
Ericsson,E3L21ONLYOA,RPM777567/05000,Grounding Cable,2,,,B2 - B3
Ericsson,E3L21ONLYOA,SXK1253086/1,Cable guide,2,,,B2 - B3
Ericsson,E3L21ONLYOA,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,4,,,B2 - B3
Ericsson,E3L21ONLYOCRET,KDV127621/11,Baseband 6630 with fan,2,,,B2 - B3
Ericsson,E3L21ONLYOCRET,RPM777528/02500,ET Power cable,2,,,B2 - B3
Ericsson,E3L21ONLYOCRET,RPM777567/05000,Grounding Cable,2,,,B2 - B3
Ericsson,E3L21ONLYOCRET,SXK1253086/1,Cable guide,2,,,B2 - B3
Ericsson,E3L21ONLYOCRET,RPM919726/02000,Power cable for SIU02 in SSC/PBC V2,1,,,B2 - B3
TEF,2E3MC6601IRB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,6,,,B2 - B3
TEF,2E3MC6601IRB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),6,,,B2 - B3
TEF,2E3MC6601IRB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,2E3MC6601IRB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
TEF,2E3MC6601IRB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2 - B3
TEF,2E3MC6601IRB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,2E3MC6601IRB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,2E3MC6601IRB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
TEF,1E3SCUL6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,1E3SCUL6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,1E3SCUL6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SCUL6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
TEF,1E3SCUL6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,1E3SCUL6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,1E3SCUL6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SCUL6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
TEF,E3SCUL6201ID6B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,E3SCUL6201ID6B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,E3SCUL6201ID6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3SCUL6201ID6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
TEF,E3SCUL6102OA6B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,E3SCUL6102OA6B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,E3SCUL6102OA6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3SCUL6102OA6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
TEF,1E2SCUL6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,1E2SCUL6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,1E2SCUL6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2SCUL6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
TEF,1E2SCUL6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,1E2SCUL6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,1E2SCUL6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2SCUL6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
TEF,E2SCUL6201ID6B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,E2SCUL6201ID6B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,E2SCUL6201ID6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,E2SCUL6201ID6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,E2SCUL6201ID6B2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,4,,,B2 - B3
Ericsson,E2SCUL6201ID6B2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
TEF,E2SCUL6102OA6B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,E2SCUL6102OA6B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,E2SCUL6102OA6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,E2SCUL6102OA6B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,E2SCUL6102OA6B2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,4,,,B2 - B3
Ericsson,E2SCUL6102OA6B2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,6E3IDB2V263PP,KRC161676/1,TRANSCEIVER/Radio 4415 B7A;Radio Unit   ,3,,,B2 - B3
Ericsson,6E3IDB2V263PP,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
Ericsson,6E3IDB2V263PP,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,6E3IDB2V263PP,NTB101879/1,Radio Fan unit,3,,,B2 - B3
Ericsson,6E2IDB2V263PP,KRC161676/1,TRANSCEIVER/Radio 4415 B7A;Radio Unit   ,2,,,B2 - B3
Ericsson,6E2IDB2V263PP,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
Ericsson,6E2IDB2V263PP,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,6E2IDB2V263PP,NTB101879/1,Radio Fan unit,2,,,B2 - B3
Ericsson,6E3OAB3V26,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,3,,,B2 - B3
Ericsson,6E3OAB3V26,NFT30459/2,"Surge Protection Device, SPD -48V ",3,,,B2 - B3
Ericsson,6E2OAB3V26,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,2,,,B2 - B3
Ericsson,6E2OAB3V26,NFT30459/2,"Surge Protection Device, SPD -48V ",2,,,B2 - B3
TEF,6E3IDB2T23-2,KRC161724/1,TRANSCEIVER/Radio 8808 B40Y;Radio Unit,2,,,B2 - B3
TEF,6E3IDB2T23-2,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,6E3IDB2T23-2,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B2 - B3
Ericsson,6E3IDB2T23-2,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,2,,,B2 - B3
Ericsson,6E3IDB2T23-2,NCD90165/1,MODULE/GPS 04 01; GPS Receiver Unit,1,,,B2 - B3
Ericsson,6E3IDB2T23-2,TSR951357/1500 ,CONNECTION CABLE/Jumper N(m)-SMA(m) 1.5m   ,1,,,B2 - B3
Ericsson,6E3IDB2T23-2,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B2 - B3
TEF,6E3IDB2T23-2,KRE1012395/1,ANTENNA/GPS Active Antenna,1,,,B2 - B3
TEF,6E3IDB2T23-2,SXK1091931/1,"ASSEMBLED PARTS/GPS Mount, Steel",1,,,B2 - B3
TEF,6E3IDB2T23-2,RPM1191648/2 ,"EARTHING CABLE/16mm2,GNYE,2m,with 1 lug   ",1,,,B2 - B3
TEF,6E2IDB2T23-1,KRC161724/1,TRANSCEIVER/Radio 8808 B40Y;Radio Unit,1,,,B2 - B3
TEF,6E2IDB2T23-1,RNT44737/01,Circular Power Connector DC-C (2 wire),1,,,B2 - B3
TEF,6E2IDB2T23-1,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,1,,,B2 - B3
Ericsson,6E2IDB2T23-1,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,1,,,B2 - B3
Ericsson,6E2IDB2T23-1,NCD90165/1,MODULE/GPS 04 01; GPS Receiver Unit,1,,,B2 - B3
Ericsson,6E2IDB2T23-1,TSR951357/1500 ,CONNECTION CABLE/Jumper N(m)-SMA(m) 1.5m   ,1,,,B2 - B3
Ericsson,6E2IDB2T23-1,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B2 - B3
TEF,6E2IDB2T23-1,KRE1012395/1,ANTENNA/GPS Active Antenna,1,,,B2 - B3
TEF,6E2IDB2T23-1,SXK1091931/1,"ASSEMBLED PARTS/GPS Mount, Steel",1,,,B2 - B3
TEF,6E2IDB2T23-1,RPM1191648/2 ,"EARTHING CABLE/16mm2,GNYE,2m,with 1 lug   ",1,,,B2 - B3
TEF,6E1OAB3T23P3,KRC161724/1,TRANSCEIVER/Radio 8808 B40Y;Radio Unit,1,,,B2 - B3
TEF,6E1OAB3T23P3,RNT44737/01,Circular Power Connector DC-C (2 wire),1,,,B2 - B3
TEF,6E1OAB3T23P3,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,1,,,B2 - B3
Ericsson,6E1OAB3T23P3,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,1,,,B2 - B3
Ericsson,6E1OAB3T23P3,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B2 - B3
Ericsson,6E1OAB3T23P3,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B2 - B3
Ericsson,6E1OAB3T23P3,NFT30459/2,"Surge Protection Device, SPD -48V ",3,,,B2 - B3
Ericsson,6E1OAB3T23P3,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,3,,,B2 - B3
TEF,6E1OAB3T23P2,KRC161724/1,TRANSCEIVER/Radio 8808 B40Y;Radio Unit,1,,,B2 - B3
TEF,6E1OAB3T23P2,RNT44737/01,Circular Power Connector DC-C (2 wire),1,,,B2 - B3
TEF,6E1OAB3T23P2,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,1,,,B2 - B3
Ericsson,6E1OAB3T23P2,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,1,,,B2 - B3
Ericsson,6E1OAB3T23P2,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B2 - B3
Ericsson,6E1OAB3T23P2,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B2 - B3
Ericsson,6E1OAB3T23P2,NFT30459/2,"Surge Protection Device, SPD -48V ",2,,,B2 - B3
Ericsson,6E1OAB3T23P2,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,2,,,B2 - B3
TEF,6E3B3L21,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2 - B3
TEF,6E3B3L21,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,6E3B3L21,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,6E3B3L21,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
TEF,6E2B3L21,KRC161635/1,RADIO UNIT/Radio 4415 B1,2,,,B2 - B3
TEF,6E2B3L21,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,6E2B3L21,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,6E2B3L21,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
TEF,E3SCUL6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,E3SCUL6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
Ericsson,E3SCUL6201IDB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,6,,,B2 - B3
Ericsson,E3SCUL6201IDB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
TEF,E3SCUL6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,E3SCUL6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
Ericsson,E3SCUL6102OAB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,6,,,B2 - B3
Ericsson,E3SCUL6102OAB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
TEF,E2SCUL6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,E2SCUL6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
Ericsson,E2SCUL6201IDB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,4,,,B2 - B3
Ericsson,E2SCUL6201IDB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
TEF,E2SCUL6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,E2SCUL6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
Ericsson,E2SCUL6102OAB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,4,,,B2 - B3
Ericsson,E2SCUL6102OAB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
TEF,6E3OAB2T23-1,KRC161724/1,TRANSCEIVER/Radio 8808 B40Y;Radio Unit,1,,,B2 - B3
TEF,6E3OAB2T23-1,RNT44737/01,Circular Power Connector DC-C (2 wire),1,,,B2 - B3
TEF,6E3OAB2T23-1,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,1,,,B2 - B3
Ericsson,6E3OAB2T23-1,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,1,,,B2 - B3
Ericsson,6E3OAB2T23-1,NCD90165/1,MODULE/GPS 04 01; GPS Receiver Unit,1,,,B2 - B3
Ericsson,6E3OAB2T23-1,TSR951357/1500 ,CONNECTION CABLE/Jumper N(m)-SMA(m) 1.5m   ,1,,,B2 - B3
Ericsson,6E3OAB2T23-1,RPM1136127/1000 ,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m   ,1,,,B2 - B3
TEF,6E3OAB2T23-1,KRE1012395/1,ANTENNA/GPS Active Antenna,1,,,B2 - B3
TEF,6E3OAB2T23-1,SXK1091931/1,"ASSEMBLED PARTS/GPS Mount, Steel",1,,,B2 - B3
TEF,6E3OAB2T23-1,RPM1191648/2 ,"EARTHING CABLE/16mm2,GNYE,2m,with 1 lug   ",1,,,B2 - B3
Ericsson,6E3OAB2T23-1,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B2 - B3
Ericsson,6E3OAB2T23-1,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B2 - B3
Ericsson,6E3OAB2T23-1,SXA2153848/1,BRACKET OVP Holder,1,,,B2 - B3
Ericsson,6E3OAB2T23-1,NTM2013977/1,INSTALMATERIAL SET/Screw kit for expans   ,1,,,B2 - B3
Ericsson,6E3OAB2T23-1,NFT30459/2,"Surge Protection Device, SPD -48V ",1,,,B2 - B3
Ericsson,6E3OAB2T23-1,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,1,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,SXK1253086/1,Cable guide,1,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,KDV127621/11,Baseband 6630 with fan,1,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RPM777526/02000,ET Power cable,1,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RPM777567/05000,Grounding Cable,1,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,6,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),6,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,3,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,NFT30459/2,"Surge Protection Device, SPD -48V ",10,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,10,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit,4,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,BGK90118/2,CONNECTION PANEL/SHU 02 01; Support HUB,1,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,BMG980336/7,DISTR. EQUIPMENT/PDU 01 04; Power Distribution Unit,2,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,BMG980410/1,DISTR. EQUIPMENT/BFU 01 03; Battery Fuse,1,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,BMG980390/10,MAINS DISTR. UNIT/Optional AC-outlet,1,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit,3,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,NTM2013977/1,SET OF MATERIALS/Screw set for expansion,1,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,3,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RPM77701/00700,CABLE WITH CONNECTOR/SIGNAL CABLE,2,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RPM77701/01000,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,RPM777270/01000,CABLE WITH CONNECTOR/POWER CABLE,3,,,B2 - B3
Ericsson,1E3SC6102OA3PPB2B3UG,SXA1344414/1,MECHANICAL COMPONENT/Air outlet plate,1,,,B2 - B3
